# ofcuda_matrix cell africa n=488 nations=0 ticks=60
# engine oracle /opt/data/workspaces/skg/ofcuda_matrix/out/matrix/oracle/africa_n488_nat0_t60.dump
# spawn init    /opt/data/workspaces/skg/ofcuda_matrix/out/matrix/refs/africa_a488_nat0.init.txt
# map          /opt/data/workspaces/skg/openfront-ai/openfront/resources/maps/africa (1948x2032, land 2183279 from BYTES)
# engine land from manifest 2183279
### INIT (engine spawn output vs the CUDA spawn/init dump)
init_plane_hash 0x92f9830e35a3aa8d engine_boundary0_hash 0x92f9830e35a3aa8d match yes
per-player owned sets match: yes
engine boundary0 owned_total 25358, port plane owned 25358
TICK boundary 30 engine_tick 33: dev_hash 0x79d2f9e1a956baad engine_hash 0x79d2f9e1a956baad match=yes | claims 2350 | dev_claims_total 31421 | live_attacks 236 | engine_attacks 244
INIT_ATTACK at boundary 31 (engine tick 33) slot 236: owner=6 target=0 troops_bits=0x40bc19de037e6038 heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 31 (engine tick 33) slot 237: owner=18 target=0 troops_bits=0x40bdae91dbd71dbe heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 31 (engine tick 33) slot 238: owner=144 target=0 troops_bits=0x40c06bfcc6444c64 heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 31 (engine tick 33) slot 239: owner=264 target=0 troops_bits=0x40c06bfcc6444c64 heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 31 (engine tick 33) slot 240: owner=279 target=0 troops_bits=0x40b5c70ea21b6a22 heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 31 (engine tick 33) slot 241: owner=332 target=0 troops_bits=0x40c06bfcc6444c64 heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 31 (engine tick 33) slot 242: owner=336 target=0 troops_bits=0x40bf4345b42fdb43 heap_len=25 border_len=19 heap_peak=25 (device-computed)
INIT_ATTACK at boundary 31 (engine tick 33) slot 243: owner=353 target=0 troops_bits=0x40b29da6f169ef17 heap_len=32 border_len=24 heap_peak=32 (device-computed)
TROOPS boundary 31: [40/0 eng 0x4096556b270ab274 dev 0x4096556b270ab274 ok] [142/0 eng 0x40a195bc06fcc070 dev 0x40a195bc06fcc070 ok] [165/0 eng 0x40a3688b685fb686 dev 0x40a3688b685fb686 ok] [166/0 eng 0x40a67c8b685fb686 dev 0x40a67c8b685fb686 ok] [196/0 eng 0x40a1ef23b7ae3b7c dev 0x40a1ef23b7ae3b7c ok] [303/0 eng 0x409c5309e9d09ea0 dev 0x409c5309e9d09ea0 ok] [451/0 eng 0x40a01054564b4564 dev 0x40a01054564b4564 ok] [77/0 eng 0x4095329bc5a7bc5c dev 0x4095329bc5a7bc5c ok] [101/0 eng 0x40976d6b270ab274 dev 0x40976d6b270ab274 ok] [215/0 eng 0x409ac83a886da888 dev 0x409ac83a886da888 ok] [326/0 eng 0x40a48c8b685fb686 dev 0x40a48c8b685fb686 ok] [341/0 eng 0x409d0309e9d09ea0 dev 0x409d0309e9d09ea0 ok] [361/0 eng 0x40a59df319113190 dev 0x40a59df319113190 ok] [369/0 eng 0x409f25d94b3394b4 dev 0x409f25d94b3394b4 ok] [377/0 eng 0x40951a9bc5a7bc5c dev 0x40951a9bc5a7bc5c ok] [36/0 eng 0x40a5f5f319113190 dev 0x40a5f5f319113190 ok] [96/0 eng 0x4098b56b270ab274 dev 0x4098b56b270ab274 ok] [149/0 eng 0x40a26dbc06fcc070 dev 0x40a26dbc06fcc070 ok] [220/0 eng 0x40a5408b685fb686 dev 0x40a5408b685fb686 ok] [239/0 eng 0x409bf83a886da888 dev 0x409bf83a886da888 ok] [375/0 eng 0x40a6cdf319113190 dev 0x40a6cdf319113190 ok] [397/0 eng 0x40a5d1f319113190 dev 0x40a5d1f319113190 ok] [400/0 eng 0x40a5d1f319113190 dev 0x40a5d1f319113190 ok] [444/0 eng 0x40996d6b270ab274 dev 0x40996d6b270ab274 ok] [456/0 eng 0x40a56b23b7ae3b7c dev 0x40a56b23b7ae3b7c ok] [458/0 eng 0x40a36dbc06fcc070 dev 0x40a36dbc06fcc070 ok] [482/0 eng 0x40a112eca599ca5a dev 0x40a112eca599ca5a ok] [9/0 eng 0x40a62b23b7ae3b7c dev 0x40a62b23b7ae3b7c ok] [39/0 eng 0x40a64c8b685fb686 dev 0x40a64c8b685fb686 ok] [112/0 eng 0x409f603a886da888 dev 0x409f603a886da888 ok] [140/0 eng 0x40a2deeca599ca5a dev 0x40a2deeca599ca5a ok] [159/0 eng 0x40a9bf23b7ae3b7c dev 0x40a9bf23b7ae3b7c ok] [267/0 eng 0x40a09d84f4e84f50 dev 0x40a09d84f4e84f50 ok] [365/0 eng 0x409c2d6b270ab274 dev 0x409c2d6b270ab274 ok] [378/0 eng 0x4096e29bc5a7bc5c dev 0x4096e29bc5a7bc5c ok] [66/0 eng 0x40a11384f4e84f50 dev 0x40a11384f4e84f50 ok] [78/0 eng 0x40a6d3f319113190 dev 0x40a6d3f319113190 ok] [90/0 eng 0x40a19384f4e84f50 dev 0x40a19384f4e84f50 ok] [194/0 eng 0x40a6b28b685fb686 dev 0x40a6b28b685fb686 ok] [256/0 eng 0x409bc16b270ab274 dev 0x409bc16b270ab274 ok] [285/0 eng 0x409cf16b270ab274 dev 0x409cf16b270ab274 ok] [309/0 eng 0x40a70654564b4564 dev 0x40a70654564b4564 ok] [29/0 eng 0x40aa61f319113190 dev 0x40aa61f319113190 ok] [62/0 eng 0x40a8d9f319113190 dev 0x40a8d9f319113190 ok] [118/0 eng 0x409de56b270ab274 dev 0x409de56b270ab274 ok] [176/0 eng 0x40a332eca599ca5a dev 0x40a332eca599ca5a ok] [186/0 eng 0x40a4c454564b4564 dev 0x40a4c454564b4564 ok] [205/0 eng 0x409d9d6b270ab274 dev 0x409d9d6b270ab274 ok] [459/0 eng 0x409de56b270ab274 dev 0x409de56b270ab274 ok] [15/0 eng 0x40ab83f319113190 dev 0x40ab83f319113190 ok] [107/0 eng 0x40ab0ff319113190 dev 0x40ab0ff319113190 ok] [124/0 eng 0x40a5ee54564b4564 dev 0x40a5ee54564b4564 ok] [146/0 eng 0x409e616b270ab274 dev 0x409e616b270ab274 ok] [293/0 eng 0x409f716b270ab274 dev 0x409f716b270ab274 ok] [308/0 eng 0x40a8ee54564b4564 dev 0x40a8ee54564b4564 ok] [312/0 eng 0x40a6f3bc06fcc070 dev 0x40a6f3bc06fcc070 ok] [320/0 eng 0x409be69bc5a7bc5c dev 0x409be69bc5a7bc5c ok] [340/0 eng 0x40af274c634fcfb2 dev 0x40af274c634fcfb2 ok] [383/0 eng 0x40a51e54564b4564 dev 0x40a51e54564b4564 ok] [423/0 eng 0x409e896b270ab274 dev 0x409e896b270ab274 ok] [4/0 eng 0x40a24c1d4436d444 dev 0x40a24c1d4436d444 ok] [32/0 eng 0x40ac29f319113190 dev 0x40ac29f319113190 ok] [95/0 eng 0x40a901bc06fcc070 dev 0x40a901bc06fcc070 ok] [150/0 eng 0x40a64054564b4564 dev 0x40a64054564b4564 ok] [154/0 eng 0x40a616eca599ca5a dev 0x40a616eca599ca5a ok] [160/0 eng 0x40a865bc06fcc070 dev 0x40a865bc06fcc070 ok] [163/0 eng 0x40aa0723b7ae3b7c dev 0x40aa0723b7ae3b7c ok] [252/0 eng 0x40a2c81d4436d444 dev 0x40a2c81d4436d444 ok] [258/0 eng 0x40a3341d4436d444 dev 0x40a3341d4436d444 ok] [288/0 eng 0x409dca9bc5a7bc5c dev 0x409dca9bc5a7bc5c ok] [349/0 eng 0x40a052b59385593a dev 0x40a052b59385593a ok] [450/0 eng 0x40aa2b23b7ae3b7c dev 0x40aa2b23b7ae3b7c ok] [471/0 eng 0x40a8ff23b7ae3b7c dev 0x40a8ff23b7ae3b7c ok] [33/0 eng 0x40ad7e8b685fb686 dev 0x40ad7e8b685fb686 ok] [70/0 eng 0x40a0dcb59385593a dev 0x40a0dcb59385593a ok] [93/0 eng 0x40a8b8eca599ca5a dev 0x40a8b8eca599ca5a ok] [164/0 eng 0x409e869bc5a7bc5c dev 0x409e869bc5a7bc5c ok] [183/0 eng 0x40ab6123b7ae3b7c dev 0x40ab6123b7ae3b7c ok] [200/0 eng 0x40a688eca599ca5a dev 0x40a688eca599ca5a ok] [234/0 eng 0x40a158b59385593a dev 0x40a158b59385593a ok] [242/0 eng 0x40a7e254564b4564 dev 0x40a7e254564b4564 ok] [249/0 eng 0x40a7f254564b4564 dev 0x40a7f254564b4564 ok] [370/0 eng 0x40a78e54564b4564 dev 0x40a78e54564b4564 ok] [13/0 eng 0x40af1ff319113190 dev 0x40af1ff319113190 ok] [69/0 eng 0x40a1c4b59385593a dev 0x40a1c4b59385593a ok] [80/0 eng 0x40ad628b685fb686 dev 0x40ad628b685fb686 ok] [153/0 eng 0x40af5bf319113190 dev 0x40af5bf319113190 ok] [177/0 eng 0x40a8a654564b4564 dev 0x40a8a654564b4564 ok] [227/0 eng 0x40adca8b685fb686 dev 0x40adca8b685fb686 ok] [263/0 eng 0x40a3f21d4436d444 dev 0x40a3f21d4436d444 ok] [339/0 eng 0x40a7c254564b4564 dev 0x40a7c254564b4564 ok] [384/0 eng 0x40aee3f319113190 dev 0x40aee3f319113190 ok] [435/0 eng 0x40a58e1d4436d444 dev 0x40a58e1d4436d444 ok] [436/0 eng 0x40ace923b7ae3b7c dev 0x40ace923b7ae3b7c ok] [474/0 eng 0x40a22cb59385593a dev 0x40a22cb59385593a ok] [73/0 eng 0x40ae37bc06fcc070 dev 0x40ae37bc06fcc070 ok] [305/0 eng 0x40ae568b685fb686 dev 0x40ae568b685fb686 ok] [372/0 eng 0x40a62f84f4e84f50 dev 0x40a62f84f4e84f50 ok] [388/0 eng 0x40b0ff45b42fdb43 dev 0x40b0ff45b42fdb43 ok] [408/0 eng 0x40aa8654564b4564 dev 0x40aa8654564b4564 ok] [461/0 eng 0x40b031f98c8898c8 dev 0x40b031f98c8898c8 ok] [463/0 eng 0x40a24b4de2d3de2e dev 0x40a24b4de2d3de2e ok] [487/0 eng 0x40a48a1d4436d444 dev 0x40a48a1d4436d444 ok] [178/0 eng 0x40b14bf98c8898c8 dev 0x40b14bf98c8898c8 ok] [190/0 eng 0x40aeed23b7ae3b7c dev 0x40aeed23b7ae3b7c ok] [191/0 eng 0x40b04345b42fdb43 dev 0x40b04345b42fdb43 ok] [278/0 eng 0x40a7ef84f4e84f50 dev 0x40a7ef84f4e84f50 ok] [401/0 eng 0x40a3074de2d3de2e dev 0x40a3074de2d3de2e ok] [418/0 eng 0x40ad7bbc06fcc070 dev 0x40ad7bbc06fcc070 ok] [76/0 eng 0x40b1fdf98c8898c8 dev 0x40b1fdf98c8898c8 ok] [266/0 eng 0x40a4ccb59385593a dev 0x40a4ccb59385593a ok] [364/0 eng 0x40b0da91dbd71dbe dev 0x40b0da91dbd71dbe ok] [376/0 eng 0x40b195f98c8898c8 dev 0x40b195f98c8898c8 ok] [440/0 eng 0x40a580b59385593a dev 0x40a580b59385593a ok] [120/0 eng 0x40b2b6f98c8898c8 dev 0x40b2b6f98c8898c8 ok] [137/0 eng 0x40a3914de2d3de2e dev 0x40a3914de2d3de2e ok] [260/0 eng 0x40acf2eca599ca5a dev 0x40acf2eca599ca5a ok] [265/0 eng 0x40a39d4de2d3de2e dev 0x40a39d4de2d3de2e ok] [306/0 eng 0x40a5f2b59385593a dev 0x40a5f2b59385593a ok] [409/0 eng 0x40a7e81d4436d444 dev 0x40a7e81d4436d444 ok] [445/0 eng 0x40abaeeca599ca5a dev 0x40abaeeca599ca5a ok] [111/0 eng 0x40aa5f84f4e84f50 dev 0x40aa5f84f4e84f50 ok] [131/0 eng 0x40b3b1f98c8898c8 dev 0x40b3b1f98c8898c8 ok] [243/0 eng 0x40b1f291dbd71dbe dev 0x40b1f291dbd71dbe ok] [268/0 eng 0x40b375f98c8898c8 dev 0x40b375f98c8898c8 ok] [292/0 eng 0x40b3dbf98c8898c8 dev 0x40b3dbf98c8898c8 ok] [447/0 eng 0x40ae4a54564b4564 dev 0x40ae4a54564b4564 ok] [462/0 eng 0x40a6c4b59385593a dev 0x40a6c4b59385593a ok] [23/0 eng 0x40ad0984f4e84f50 dev 0x40ad0984f4e84f50 ok] [50/0 eng 0x40b0482a2b25a2b2 dev 0x40b0482a2b25a2b2 ok] [98/0 eng 0x40b38a45b42fdb43 dev 0x40b38a45b42fdb43 ok] [210/0 eng 0x40aaf81d4436d444 dev 0x40aaf81d4436d444 ok] [224/0 eng 0x40b00c2a2b25a2b2 dev 0x40b00c2a2b25a2b2 ok] [338/0 eng 0x40b3fa45b42fdb43 dev 0x40b3fa45b42fdb43 ok] [489/0 eng 0x40b37845b42fdb43 dev 0x40b37845b42fdb43 ok] [108/0 eng 0x40b1247652cce52d dev 0x40b1247652cce52d ok] [109/0 eng 0x40ae4f84f4e84f50 dev 0x40ae4f84f4e84f50 ok] [138/0 eng 0x40a880b59385593a dev 0x40a880b59385593a ok] [235/0 eng 0x40a8fcb59385593a dev 0x40a8fcb59385593a ok] [274/0 eng 0x40af84eca599ca5a dev 0x40af84eca599ca5a ok] [347/0 eng 0x40ab2e1d4436d444 dev 0x40ab2e1d4436d444 ok] [42/0 eng 0x40ac501d4436d444 dev 0x40ac501d4436d444 ok] [134/0 eng 0x40aea584f4e84f50 dev 0x40aea584f4e84f50 ok] [169/0 eng 0x40aa4ab59385593a dev 0x40aa4ab59385593a ok] [195/0 eng 0x40a7e14de2d3de2e dev 0x40a7e14de2d3de2e ok] [208/0 eng 0x40aa12b59385593a dev 0x40aa12b59385593a ok] [310/0 eng 0x40a7d54de2d3de2e dev 0x40a7d54de2d3de2e ok] [407/0 eng 0x40b62ef98c8898c8 dev 0x40b62ef98c8898c8 ok] [457/0 eng 0x40aa36b59385593a dev 0x40aa36b59385593a ok] [468/0 eng 0x40b652f98c8898c8 dev 0x40b652f98c8898c8 ok] [85/0 eng 0x40adc41d4436d444 dev 0x40adc41d4436d444 ok] [119/0 eng 0x40b5de45b42fdb43 dev 0x40b5de45b42fdb43 ok] [141/0 eng 0x40b388de037e6038 dev 0x40b388de037e6038 ok] [162/0 eng 0x40b50991dbd71dbe dev 0x40b50991dbd71dbe ok] [206/0 eng 0x40b46591dbd71dbe dev 0x40b46591dbd71dbe ok] [226/0 eng 0x40b4d991dbd71dbe dev 0x40b4d991dbd71dbe ok] [280/0 eng 0x40ab22b59385593a dev 0x40ab22b59385593a ok] [333/0 eng 0x40ab86b59385593a dev 0x40ab86b59385593a ok] [368/0 eng 0x40ab96b59385593a dev 0x40ab96b59385593a ok] [99/0 eng 0x40b5d391dbd71dbe dev 0x40b5d391dbd71dbe ok] [151/0 eng 0x40b094c27a7427a8 dev 0x40b094c27a7427a8 ok] [238/0 eng 0x40b45ede037e6038 dev 0x40b45ede037e6038 ok] [248/0 eng 0x40a9f14de2d3de2e dev 0x40a9f14de2d3de2e ok] [351/0 eng 0x40b1ff7652cce52d dev 0x40b1ff7652cce52d ok] [354/0 eng 0x40af781d4436d444 dev 0x40af781d4436d444 ok] [382/0 eng 0x40b3582a2b25a2b2 dev 0x40b3582a2b25a2b2 ok] [452/0 eng 0x40b6ca45b42fdb43 dev 0x40b6ca45b42fdb43 ok] [24/0 eng 0x40b0340ea21b6a22 dev 0x40b0340ea21b6a22 ok] [52/0 eng 0x40b01a0ea21b6a22 dev 0x40b01a0ea21b6a22 ok] [63/0 eng 0x40ab514de2d3de2e dev 0x40ab514de2d3de2e ok] [188/0 eng 0x40ada6b59385593a dev 0x40ada6b59385593a ok] [254/0 eng 0x40b2f37652cce52d dev 0x40b2f37652cce52d ok] [277/0 eng 0x40adaeb59385593a dev 0x40adaeb59385593a ok] [467/0 eng 0x40b2ad7652cce52d dev 0x40b2ad7652cce52d ok] [14/0 eng 0x40b5f2de037e6038 dev 0x40b5f2de037e6038 ok] [147/0 eng 0x40b638de037e6038 dev 0x40b638de037e6038 ok] [204/0 eng 0x40b0fe0ea21b6a22 dev 0x40b0fe0ea21b6a22 ok] [219/0 eng 0x40b8c045b42fdb43 dev 0x40b8c045b42fdb43 ok] [232/0 eng 0x40b8a445b42fdb43 dev 0x40b8a445b42fdb43 ok] [246/0 eng 0x40b8ce45b42fdb43 dev 0x40b8ce45b42fdb43 ok] [430/0 eng 0x40aebab59385593a dev 0x40aebab59385593a ok] [472/0 eng 0x40b92245b42fdb43 dev 0x40b92245b42fdb43 ok] [20/0 eng 0x40b2bec27a7427a8 dev 0x40b2bec27a7427a8 ok] [129/0 eng 0x40b1820ea21b6a22 dev 0x40b1820ea21b6a22 ok] [281/0 eng 0x40b0215ac9c2ac9d dev 0x40b0215ac9c2ac9d ok] [465/0 eng 0x40b84391dbd71dbe dev 0x40b84391dbd71dbe ok] [46/0 eng 0x40b64e2a2b25a2b2 dev 0x40b64e2a2b25a2b2 ok] [213/0 eng 0x40b92591dbd71dbe dev 0x40b92591dbd71dbe ok] [275/0 eng 0x40b6722a2b25a2b2 dev 0x40b6722a2b25a2b2 ok] [323/0 eng 0x40ae654de2d3de2e dev 0x40ae654de2d3de2e ok] [337/0 eng 0x40bc18f98c8898c8 dev 0x40bc18f98c8898c8 ok] [421/0 eng 0x40b94191dbd71dbe dev 0x40b94191dbd71dbe ok] [478/0 eng 0x40b65c2a2b25a2b2 dev 0x40b65c2a2b25a2b2 ok] [171/0 eng 0x40afb34de2d3de2e dev 0x40afb34de2d3de2e ok] [181/0 eng 0x40b59e7652cce52d dev 0x40b59e7652cce52d ok] [198/0 eng 0x40b9f891dbd71dbe dev 0x40b9f891dbd71dbe ok] [209/0 eng 0x40b59e7652cce52d dev 0x40b59e7652cce52d ok] [255/0 eng 0x40b5a07652cce52d dev 0x40b5a07652cce52d ok] [284/0 eng 0x40bb7145b42fdb43 dev 0x40bb7145b42fdb43 ok] [289/0 eng 0x40bce1f98c8898c8 dev 0x40bce1f98c8898c8 ok] [327/0 eng 0x40b2c90ea21b6a22 dev 0x40b2c90ea21b6a22 ok] [350/0 eng 0x40b5a27652cce52d dev 0x40b5a27652cce52d ok] [392/0 eng 0x40b455c27a7427a8 dev 0x40b455c27a7427a8 ok] [410/0 eng 0x40b72f2a2b25a2b2 dev 0x40b72f2a2b25a2b2 ok] [419/0 eng 0x40b9f891dbd71dbe dev 0x40b9f891dbd71dbe ok] [426/0 eng 0x40b87fde037e6038 dev 0x40b87fde037e6038 ok] [431/0 eng 0x40bb5f45b42fdb43 dev 0x40bb5f45b42fdb43 ok] [481/0 eng 0x40b7292a2b25a2b2 dev 0x40b7292a2b25a2b2 ok] [12/0 eng 0x40b4f2c27a7427a8 dev 0x40b4f2c27a7427a8 ok] [45/0 eng 0x40b95cde037e6038 dev 0x40b95cde037e6038 ok] [105/0 eng 0x40b3760ea21b6a22 dev 0x40b3760ea21b6a22 ok] [197/0 eng 0x40bc6645b42fdb43 dev 0x40bc6645b42fdb43 ok] [270/0 eng 0x40b970de037e6038 dev 0x40b970de037e6038 ok] [381/0 eng 0x40badb91dbd71dbe dev 0x40badb91dbd71dbe ok] [422/0 eng 0x40b080a6f169ef17 dev 0x40b080a6f169ef17 ok] [438/0 eng 0x40bad391dbd71dbe dev 0x40bad391dbd71dbe ok] [448/0 eng 0x40bde4f98c8898c8 dev 0x40bde4f98c8898c8 ok] [469/0 eng 0x40bc6645b42fdb43 dev 0x40bc6645b42fdb43 ok] [44/0 eng 0x40b8a12a2b25a2b2 dev 0x40b8a12a2b25a2b2 ok] [103/0 eng 0x40b8b92a2b25a2b2 dev 0x40b8b92a2b25a2b2 ok] [218/0 eng 0x40b13ba6f169ef17 dev 0x40b13ba6f169ef17 ok] [240/0 eng 0x40b139a6f169ef17 dev 0x40b139a6f169ef17 ok] [334/0 eng 0x40b4270ea21b6a22 dev 0x40b4270ea21b6a22 ok] [57/0 eng 0x40b1baa6f169ef17 dev 0x40b1baa6f169ef17 ok] [83/0 eng 0x40bc8191dbd71dbe dev 0x40bc8191dbd71dbe ok] [121/0 eng 0x40b7d97652cce52d dev 0x40b7d97652cce52d ok] [158/0 eng 0x40b1bea6f169ef17 dev 0x40b1bea6f169ef17 ok] [199/0 eng 0x40b9802a2b25a2b2 dev 0x40b9802a2b25a2b2 ok] [241/0 eng 0x40b3515ac9c2ac9d dev 0x40b3515ac9c2ac9d ok] [262/0 eng 0x40bc8591dbd71dbe dev 0x40bc8591dbd71dbe ok] [271/0 eng 0x40b3395ac9c2ac9d dev 0x40b3395ac9c2ac9d ok] [290/0 eng 0x40be0a45b42fdb43 dev 0x40be0a45b42fdb43 ok] [296/0 eng 0x40b4d40ea21b6a22 dev 0x40b4d40ea21b6a22 ok] [398/0 eng 0x40b33b5ac9c2ac9d dev 0x40b33b5ac9c2ac9d ok] [424/0 eng 0x40bc8b91dbd71dbe dev 0x40bc8b91dbd71dbe ok] [427/0 eng 0x40bc8391dbd71dbe dev 0x40bc8391dbd71dbe ok] [6/0 eng 0x40bbabde037e6038 dev 0x40bbabde037e6038 ok] [18/0 eng 0x40bd4091dbd71dbe dev 0x40bd4091dbd71dbe ok] [144/0 eng 0x40c032fcc6444c64 dev 0x40c032fcc6444c64 ok] [264/0 eng 0x40c02efcc6444c64 dev 0x40c02efcc6444c64 ok] [279/0 eng 0x40b57b0ea21b6a22 dev 0x40b57b0ea21b6a22 ok] [332/0 eng 0x40c030fcc6444c64 dev 0x40c030fcc6444c64 ok] [336/0 eng 0x40befb45b42fdb43 dev 0x40befb45b42fdb43 ok] [353/0 eng 0x40b253a6f169ef17 dev 0x40b253a6f169ef17 ok] [7/0 eng 0x40b61e0ea21b6a22 device: not created yet (deferred to the next transition)] [113/0 eng 0x40b2f4a6f169ef17 device: not created yet (deferred to the next transition)] [173/0 eng 0x40b61e0ea21b6a22 device: not created yet (deferred to the next transition)] [247/0 eng 0x40b61e0ea21b6a22 device: not created yet (deferred to the next transition)] [287/0 eng 0x40b61e0ea21b6a22 device: not created yet (deferred to the next transition)] [291/0 eng 0x40bc70de037e6038 device: not created yet (deferred to the next transition)] [297/0 eng 0x40b61e0ea21b6a22 device: not created yet (deferred to the next transition)] [319/0 eng 0x40b61e0ea21b6a22 device: not created yet (deferred to the next transition)] [325/0 eng 0x40be0591dbd71dbe device: not created yet (deferred to the next transition)] [433/0 eng 0x40b2f4a6f169ef17 device: not created yet (deferred to the next transition)] [488/0 eng 0x40b4895ac9c2ac9d device: not created yet (deferred to the next transition)]
TICK boundary 31 engine_tick 34: dev_hash 0x3e6b29b067000f1f engine_hash 0x3e6b29b067000f1f match=yes | claims 2455 | dev_claims_total 33876 | live_attacks 244 | engine_attacks 255
INIT_ATTACK at boundary 32 (engine tick 34) slot 244: owner=7 target=0 troops_bits=0x40b61e0ea21b6a22 heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 32 (engine tick 34) slot 245: owner=113 target=0 troops_bits=0x40b2f4a6f169ef17 heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 32 (engine tick 34) slot 246: owner=173 target=0 troops_bits=0x40b61e0ea21b6a22 heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 32 (engine tick 34) slot 247: owner=247 target=0 troops_bits=0x40b61e0ea21b6a22 heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 32 (engine tick 34) slot 248: owner=287 target=0 troops_bits=0x40b61e0ea21b6a22 heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 32 (engine tick 34) slot 249: owner=291 target=0 troops_bits=0x40bc70de037e6038 heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 32 (engine tick 34) slot 250: owner=297 target=0 troops_bits=0x40b61e0ea21b6a22 heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 32 (engine tick 34) slot 251: owner=319 target=0 troops_bits=0x40b61e0ea21b6a22 heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 32 (engine tick 34) slot 252: owner=325 target=0 troops_bits=0x40be0591dbd71dbe heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 32 (engine tick 34) slot 253: owner=433 target=0 troops_bits=0x40b2f4a6f169ef17 heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 32 (engine tick 34) slot 254: owner=488 target=0 troops_bits=0x40b4895ac9c2ac9d heap_len=32 border_len=24 heap_peak=32 (device-computed)
