# ofcuda_matrix cell africa n=488 nations=0 ticks=60
# engine oracle /opt/data/workspaces/skg/ofcuda_matrix/out/matrix/oracle/africa_n488_nat0_t60.dump
# spawn init    /opt/data/workspaces/skg/ofcuda_matrix/out/matrix/refs/africa_a488_nat0.init.txt
# map          /opt/data/workspaces/skg/openfront-ai/openfront/resources/maps/africa (1948x2032, land 2183279 from BYTES)
# engine land from manifest 2183279
### INIT (engine spawn output vs the CUDA spawn/init dump)
init_plane_hash 0x92f9830e35a3aa8d engine_boundary0_hash 0x92f9830e35a3aa8d match yes
per-player owned sets match: yes
engine boundary0 owned_total 25358, port plane owned 25358
BOT 346 sid=348 id=lkklizjr spawn_tile=2611601 n_owned=52
BOT 347 sid=349 id=2uyam605 spawn_tile=1342495 n_owned=52
BOT 348 sid=350 id=er3wo1bg spawn_tile=764082 n_owned=52
BOT 349 sid=351 id=ezt35u0l spawn_tile=693875 n_owned=52
BOT 350 sid=352 id=593d2qcb spawn_tile=3074956 n_owned=52
BOT 351 sid=353 id=y51cphtm spawn_tile=2383537 n_owned=52
BOT 352 sid=354 id=g94go6fd spawn_tile=3102316 n_owned=52
BOT 353 sid=355 id=9ksqwgqt spawn_tile=1910160 n_owned=52
BOT 354 sid=356 id=ykirk4lg spawn_tile=1952846 n_owned=52
BOT 355 sid=357 id=jurxvo26 spawn_tile=2767565 n_owned=52
BOT 356 sid=358 id=to8bcohn spawn_tile=2005302 n_owned=52
BOT 357 sid=359 id=ensatih4 spawn_tile=818105 n_owned=52
BOT 358 sid=360 id=nbbu08hb spawn_tile=1045902 n_owned=52
BOT 359 sid=361 id=rxlhv8ic spawn_tile=1247832 n_owned=52
BOT 360 sid=362 id=aiowrq52 spawn_tile=3351771 n_owned=52
BOT 361 sid=363 id=bo94our7 spawn_tile=1240377 n_owned=52
BOT 362 sid=364 id=jxqkb7y6 spawn_tile=1974763 n_owned=52
BOT 363 sid=365 id=ikezntfk spawn_tile=2701286 n_owned=52
BOT 364 sid=366 id=j4e63dwu spawn_tile=2025205 n_owned=52
BOT 365 sid=367 id=t0b9mavx spawn_tile=1083980 n_owned=52
BOT 366 sid=368 id=bu0hz5bz spawn_tile=356799 n_owned=52
BOT 367 sid=369 id=368l6a1p spawn_tile=228323 n_owned=52
BOT 368 sid=370 id=6cr9h8xa spawn_tile=1640461 n_owned=52
BOT 369 sid=371 id=8y4zfq0g spawn_tile=1525195 n_owned=52
BOT 370 sid=372 id=tz0sezi7 spawn_tile=1652777 n_owned=52
BOT 371 sid=373 id=dazr70tn spawn_tile=755624 n_owned=52
BOT 372 sid=374 id=tx1pjsyg spawn_tile=594865 n_owned=52
BOT 373 sid=375 id=ndjtlp8r spawn_tile=1635382 n_owned=52
BOT 374 sid=376 id=bsklet6g spawn_tile=892070 n_owned=52
BOT 375 sid=377 id=hsozrzu4 spawn_tile=2471158 n_owned=52
BOT 376 sid=378 id=otmybkm3 spawn_tile=2781401 n_owned=52
BOT 377 sid=379 id=yfm1nyqy spawn_tile=865719 n_owned=52
BOT 378 sid=380 id=kr6ytu3l spawn_tile=2475094 n_owned=52
BOT 379 sid=381 id=3pagyfng spawn_tile=1612881 n_owned=52
BOT 380 sid=382 id=w1mobjvk spawn_tile=1416569 n_owned=52
BOT 381 sid=383 id=xm7i5x3m spawn_tile=1732460 n_owned=52
BOT 382 sid=384 id=8u02tf2g spawn_tile=726208 n_owned=52
BOT 383 sid=385 id=lp6sri88 spawn_tile=175671 n_owned=52
BOT 384 sid=386 id=sb1tap3p spawn_tile=359037 n_owned=52
BOT 385 sid=387 id=mv01333k spawn_tile=3429539 n_owned=52
BOT 386 sid=388 id=g9mp2ife spawn_tile=1501749 n_owned=52
BOT 387 sid=389 id=jtq0seut spawn_tile=409869 n_owned=52
BOT 388 sid=390 id=525mh9ql spawn_tile=770330 n_owned=52
BOT 389 sid=391 id=fvbpmsvz spawn_tile=2062147 n_owned=52
BOT 390 sid=392 id=xwn3ivem spawn_tile=81653 n_owned=52
BOT 391 sid=393 id=fqbyj4jd spawn_tile=2463753 n_owned=52
BOT 392 sid=394 id=xfiw8ywg spawn_tile=804732 n_owned=52
BOT 393 sid=395 id=iw3dqxmq spawn_tile=3348120 n_owned=52
BOT 394 sid=396 id=yc0ao6et spawn_tile=2397469 n_owned=52
BOT 395 sid=397 id=ixj6ihi7 spawn_tile=994813 n_owned=52
BOT 396 sid=398 id=9l5wwvr3 spawn_tile=1293944 n_owned=52
BOT 397 sid=399 id=2w6i33lv spawn_tile=238345 n_owned=52
BOT 398 sid=400 id=sba949vb spawn_tile=1438208 n_owned=52
BOT 399 sid=401 id=ijcmefns spawn_tile=1389502 n_owned=52
BOT 400 sid=402 id=isnsszoo spawn_tile=1812745 n_owned=52
BOT 401 sid=403 id=9z76va23 spawn_tile=536241 n_owned=52
BOT 402 sid=404 id=h1wbhdhm spawn_tile=144016 n_owned=52
BOT 403 sid=405 id=tewvulrm spawn_tile=2208058 n_owned=52
BOT 404 sid=406 id=wp3bxzsu spawn_tile=634257 n_owned=52
BOT 405 sid=407 id=d0g6avrv spawn_tile=762833 n_owned=52
BOT 406 sid=408 id=hsyivnsn spawn_tile=1448765 n_owned=52
BOT 407 sid=409 id=ox9ept1k spawn_tile=639798 n_owned=52
BOT 408 sid=410 id=ny87grni spawn_tile=309301 n_owned=52
BOT 409 sid=411 id=k2th9538 spawn_tile=2790643 n_owned=52
BOT 410 sid=412 id=ysltjm94 spawn_tile=867975 n_owned=52
BOT 411 sid=413 id=u5klj2eh spawn_tile=3191945 n_owned=52
BOT 412 sid=414 id=k7ka2ci1 spawn_tile=1132777 n_owned=52
BOT 413 sid=415 id=qtul4azs spawn_tile=799072 n_owned=52
BOT 414 sid=416 id=ll69i57o spawn_tile=1483989 n_owned=52
BOT 415 sid=417 id=9vuokjnw spawn_tile=545096 n_owned=52
BOT 416 sid=418 id=ggb3bab1 spawn_tile=968345 n_owned=52
BOT 417 sid=419 id=drdo3t90 spawn_tile=1208296 n_owned=52
BOT 418 sid=420 id=xieaxa2f spawn_tile=892132 n_owned=52
BOT 419 sid=421 id=kqp7ewus spawn_tile=3788034 n_owned=52
BOT 420 sid=422 id=3kitma91 spawn_tile=1661028 n_owned=52
BOT 421 sid=423 id=m7y3u0aw spawn_tile=417609 n_owned=52
BOT 422 sid=424 id=epuw8vpi spawn_tile=1345879 n_owned=52
BOT 423 sid=425 id=nzx54fm6 spawn_tile=555062 n_owned=52
BOT 424 sid=426 id=fsk2kd7w spawn_tile=2023159 n_owned=52
BOT 425 sid=427 id=p8jddnkm spawn_tile=2237732 n_owned=52
BOT 426 sid=428 id=wvgzie3u spawn_tile=2061908 n_owned=52
BOT 427 sid=429 id=mwh2z96c spawn_tile=2732594 n_owned=52
BOT 428 sid=430 id=l4ku27pt spawn_tile=889782 n_owned=52
BOT 429 sid=431 id=jpvsmxxx spawn_tile=457390 n_owned=52
BOT 430 sid=432 id=s4xo3abv spawn_tile=1180841 n_owned=52
BOT 431 sid=433 id=zte7u069 spawn_tile=804399 n_owned=52
BOT 432 sid=434 id=azlpbpke spawn_tile=221912 n_owned=52
BOT 433 sid=435 id=0pmbiw8o spawn_tile=71624 n_owned=52
BOT 434 sid=436 id=rygf4mvr spawn_tile=2245402 n_owned=52
BOT 435 sid=437 id=mg9pgnw7 spawn_tile=448508 n_owned=52
BOT 436 sid=438 id=8olnebf1 spawn_tile=690665 n_owned=52
BOT 437 sid=439 id=rzlsw9x1 spawn_tile=829686 n_owned=52
BOT 438 sid=440 id=o0jhfyxc spawn_tile=61525 n_owned=52
BOT 439 sid=441 id=vki91ouc spawn_tile=3376993 n_owned=52
BOT 440 sid=442 id=0onssx3n spawn_tile=2508291 n_owned=52
BOT 441 sid=443 id=ymrho9y4 spawn_tile=448399 n_owned=52
BOT 442 sid=444 id=4jjh2h8g spawn_tile=1284823 n_owned=52
BOT 443 sid=445 id=af8k17d8 spawn_tile=1438983 n_owned=52
BOT 444 sid=446 id=qt2a41r9 spawn_tile=569634 n_owned=52
BOT 445 sid=447 id=dmqr8rk9 spawn_tile=1711112 n_owned=52
BOT 446 sid=448 id=gdvex2np spawn_tile=1287497 n_owned=52
BOT 447 sid=449 id=z6dhj6lz spawn_tile=2013744 n_owned=52
BOT 448 sid=450 id=ztlqrwwc spawn_tile=966011 n_owned=52
BOT 449 sid=451 id=qk845cyd spawn_tile=290973 n_owned=52
BOT 450 sid=452 id=g5ubwqld spawn_tile=439172 n_owned=52
BOT 451 sid=453 id=voc18itg spawn_tile=1571891 n_owned=52
BOT 452 sid=454 id=3noal342 spawn_tile=2541205 n_owned=52
BOT 453 sid=455 id=r8slsgxy spawn_tile=1170634 n_owned=52
BOT 454 sid=456 id=kwh9u6xu spawn_tile=3037846 n_owned=52
BOT 455 sid=457 id=8k335xf9 spawn_tile=1553021 n_owned=52
BOT 456 sid=458 id=r8oeocye spawn_tile=912753 n_owned=52
BOT 457 sid=459 id=aux9eznz spawn_tile=1803497 n_owned=52
BOT 458 sid=460 id=tl8i4sqm spawn_tile=528367 n_owned=52
BOT 459 sid=461 id=5tvnmw0x spawn_tile=3128360 n_owned=52
BOT 460 sid=462 id=iaxyjwg2 spawn_tile=1766584 n_owned=52
BOT 461 sid=463 id=vsouyzqb spawn_tile=1035796 n_owned=52
BOT 462 sid=464 id=qo2yiqyt spawn_tile=1481933 n_owned=52
BOT 463 sid=465 id=4b0bsp77 spawn_tile=3414136 n_owned=52
BOT 464 sid=466 id=zt5za47g spawn_tile=1470953 n_owned=52
BOT 465 sid=467 id=ialnkrtf spawn_tile=997764 n_owned=52
BOT 466 sid=468 id=euhp0q2h spawn_tile=516996 n_owned=52
BOT 467 sid=469 id=hxtuit3a spawn_tile=1521591 n_owned=52
BOT 468 sid=470 id=cfqynmub spawn_tile=1463832 n_owned=52
BOT 469 sid=471 id=kp4qpq36 spawn_tile=3860200 n_owned=52
BOT 470 sid=472 id=m4sv56ts spawn_tile=2645041 n_owned=52
BOT 471 sid=473 id=90lwnghk spawn_tile=573360 n_owned=52
BOT 472 sid=474 id=6s4qrb66 spawn_tile=2190911 n_owned=52
BOT 473 sid=475 id=zm2durya spawn_tile=1059259 n_owned=52
BOT 474 sid=476 id=r78jt2dp spawn_tile=502840 n_owned=52
BOT 475 sid=477 id=2l6px65c spawn_tile=2401033 n_owned=52
BOT 476 sid=478 id=8m9tfbvi spawn_tile=938302 n_owned=52
BOT 477 sid=479 id=9mt34ypn spawn_tile=1072550 n_owned=52
BOT 478 sid=480 id=7q708nxs spawn_tile=1461399 n_owned=52
BOT 479 sid=481 id=vaum2ag5 spawn_tile=837827 n_owned=52
BOT 480 sid=482 id=lhw012op spawn_tile=2265129 n_owned=52
BOT 481 sid=483 id=ov7icohk spawn_tile=2944562 n_owned=52
BOT 482 sid=484 id=wdgpft73 spawn_tile=1600096 n_owned=52
BOT 483 sid=485 id=77xjevxo spawn_tile=2401395 n_owned=52
BOT 484 sid=486 id=oqm2d2ls spawn_tile=3067478 n_owned=52
BOT 485 sid=487 id=s4bnz7gf spawn_tile=3439479 n_owned=52
BOT 486 sid=488 id=qareow7n spawn_tile=556255 n_owned=52
BOT 487 sid=489 id=0qjiaqhk spawn_tile=1518868 n_owned=52
SELFCHECK engine owned_tiles-vs-plane diff 0 (nonzero => the engine's own two representations disagree; PLAYER counts are then not a plane count)
TROOPS boundary 1:
TICK boundary 1 engine_tick 4: dev_hash 0x92f9830e35a3aa8d engine_hash 0x92f9830e35a3aa8d match=yes | claims 0 | dev_claims_total 0 | live_attacks 0 | engine_attacks 0
TROOPS boundary 2: [40/0 eng 0x40a5dab59385593a device: not created yet (deferred to the next transition)] [142/0 eng 0x40b2d4de037e6038 device: not created yet (deferred to the next transition)] [165/0 eng 0x40b5fe45b42fdb43 device: not created yet (deferred to the next transition)] [166/0 eng 0x40b5fe45b42fdb43 device: not created yet (deferred to the next transition)] [196/0 eng 0x40b46991dbd71dbe device: not created yet (deferred to the next transition)] [303/0 eng 0x40ac2d84f4e84f50 device: not created yet (deferred to the next transition)] [451/0 eng 0x40b1402a2b25a2b2 device: not created yet (deferred to the next transition)]
TICK boundary 2 engine_tick 5: dev_hash 0x92f9830e35a3aa8d engine_hash 0x92f9830e35a3aa8d match=yes | claims 0 | dev_claims_total 0 | live_attacks 0 | engine_attacks 7
INIT_ATTACK at boundary 3 (engine tick 5) slot 0: owner=40 target=0 troops_bits=0x40a5dab59385593a heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 3 (engine tick 5) slot 1: owner=142 target=0 troops_bits=0x40b2d4de037e6038 heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 3 (engine tick 5) slot 2: owner=165 target=0 troops_bits=0x40b5fe45b42fdb43 heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 3 (engine tick 5) slot 3: owner=166 target=0 troops_bits=0x40b5fe45b42fdb43 heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 3 (engine tick 5) slot 4: owner=196 target=0 troops_bits=0x40b46991dbd71dbe heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 3 (engine tick 5) slot 5: owner=303 target=0 troops_bits=0x40ac2d84f4e84f50 heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 3 (engine tick 5) slot 6: owner=451 target=0 troops_bits=0x40b1402a2b25a2b2 heap_len=32 border_len=24 heap_peak=32 (device-computed)
TROOPS boundary 3: [40/0 eng 0x40a57eb59385593a dev 0x40a57eb59385593a ok] [142/0 eng 0x40b28ede037e6038 dev 0x40b28ede037e6038 ok] [165/0 eng 0x40b5aa45b42fdb43 dev 0x40b5aa45b42fdb43 ok] [166/0 eng 0x40b5ae45b42fdb43 dev 0x40b5ae45b42fdb43 ok] [196/0 eng 0x40b41991dbd71dbe dev 0x40b41991dbd71dbe ok] [303/0 eng 0x40abc184f4e84f50 dev 0x40abc184f4e84f50 ok] [451/0 eng 0x40b1002a2b25a2b2 dev 0x40b1002a2b25a2b2 ok] [77/0 eng 0x40a3554de2d3de2e device: not created yet (deferred to the next transition)] [101/0 eng 0x40a67eb59385593a device: not created yet (deferred to the next transition)] [215/0 eng 0x40a9a81d4436d444 device: not created yet (deferred to the next transition)] [326/0 eng 0x40b65045b42fdb43 device: not created yet (deferred to the next transition)] [341/0 eng 0x40acd184f4e84f50 device: not created yet (deferred to the next transition)] [361/0 eng 0x40b7e4f98c8898c8 device: not created yet (deferred to the next transition)] [369/0 eng 0x40affaeca599ca5a device: not created yet (deferred to the next transition)] [377/0 eng 0x40a3554de2d3de2e device: not created yet (deferred to the next transition)]
TICK boundary 3 engine_tick 6: dev_hash 0x9e07e9fc281da6ef engine_hash 0x9e07e9fc281da6ef match=yes | claims 51 | dev_claims_total 51 | live_attacks 7 | engine_attacks 15
INIT_ATTACK at boundary 4 (engine tick 6) slot 7: owner=77 target=0 troops_bits=0x40a3554de2d3de2e heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 4 (engine tick 6) slot 8: owner=101 target=0 troops_bits=0x40a67eb59385593a heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 4 (engine tick 6) slot 9: owner=215 target=0 troops_bits=0x40a9a81d4436d444 heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 4 (engine tick 6) slot 10: owner=326 target=0 troops_bits=0x40b65045b42fdb43 heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 4 (engine tick 6) slot 11: owner=341 target=0 troops_bits=0x40acd184f4e84f50 heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 4 (engine tick 6) slot 12: owner=361 target=0 troops_bits=0x40b7e4f98c8898c8 heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 4 (engine tick 6) slot 13: owner=369 target=0 troops_bits=0x40affaeca599ca5a heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 4 (engine tick 6) slot 14: owner=377 target=0 troops_bits=0x40a3554de2d3de2e heap_len=32 border_len=24 heap_peak=32 (device-computed)
TROOPS boundary 4: [40/0 eng 0x40a52ab59385593a dev 0x40a52ab59385593a ok] [142/0 eng 0x40b248de037e6038 dev 0x40b248de037e6038 ok] [165/0 eng 0x40b55045b42fdb43 dev 0x40b55045b42fdb43 ok] [166/0 eng 0x40b55645b42fdb43 dev 0x40b55645b42fdb43 ok] [196/0 eng 0x40b3c791dbd71dbe dev 0x40b3c791dbd71dbe ok] [303/0 eng 0x40ab4584f4e84f50 dev 0x40ab4584f4e84f50 ok] [451/0 eng 0x40b0b82a2b25a2b2 dev 0x40b0b82a2b25a2b2 ok] [77/0 eng 0x40a3054de2d3de2e dev 0x40a3054de2d3de2e ok] [101/0 eng 0x40a61ab59385593a dev 0x40a61ab59385593a ok] [215/0 eng 0x40a94c1d4436d444 dev 0x40a94c1d4436d444 ok] [326/0 eng 0x40b60045b42fdb43 dev 0x40b60045b42fdb43 ok] [341/0 eng 0x40ac6184f4e84f50 dev 0x40ac6184f4e84f50 ok] [361/0 eng 0x40b78ef98c8898c8 dev 0x40b78ef98c8898c8 ok] [369/0 eng 0x40af7eeca599ca5a dev 0x40af7eeca599ca5a ok] [377/0 eng 0x40a3014de2d3de2e dev 0x40a3014de2d3de2e ok] [36/0 eng 0x40b836f98c8898c8 device: not created yet (deferred to the next transition)] [96/0 eng 0x40a722b59385593a device: not created yet (deferred to the next transition)] [149/0 eng 0x40b378de037e6038 device: not created yet (deferred to the next transition)] [220/0 eng 0x40b6a245b42fdb43 device: not created yet (deferred to the next transition)] [239/0 eng 0x40aa4c1d4436d444 device: not created yet (deferred to the next transition)] [375/0 eng 0x40b836f98c8898c8 device: not created yet (deferred to the next transition)] [397/0 eng 0x40b836f98c8898c8 device: not created yet (deferred to the next transition)] [400/0 eng 0x40b836f98c8898c8 device: not created yet (deferred to the next transition)] [444/0 eng 0x40a722b59385593a device: not created yet (deferred to the next transition)] [456/0 eng 0x40b50d91dbd71dbe device: not created yet (deferred to the next transition)] [458/0 eng 0x40b378de037e6038 device: not created yet (deferred to the next transition)] [482/0 eng 0x40b04f7652cce52d device: not created yet (deferred to the next transition)]
TICK boundary 4 engine_tick 7: dev_hash 0x855381901fdb499c engine_hash 0x855381901fdb499c match=yes | claims 102 | dev_claims_total 153 | live_attacks 15 | engine_attacks 27
INIT_ATTACK at boundary 5 (engine tick 7) slot 15: owner=36 target=0 troops_bits=0x40b836f98c8898c8 heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 5 (engine tick 7) slot 16: owner=96 target=0 troops_bits=0x40a722b59385593a heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 5 (engine tick 7) slot 17: owner=149 target=0 troops_bits=0x40b378de037e6038 heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 5 (engine tick 7) slot 18: owner=220 target=0 troops_bits=0x40b6a245b42fdb43 heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 5 (engine tick 7) slot 19: owner=239 target=0 troops_bits=0x40aa4c1d4436d444 heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 5 (engine tick 7) slot 20: owner=375 target=0 troops_bits=0x40b836f98c8898c8 heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 5 (engine tick 7) slot 21: owner=397 target=0 troops_bits=0x40b836f98c8898c8 heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 5 (engine tick 7) slot 22: owner=400 target=0 troops_bits=0x40b836f98c8898c8 heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 5 (engine tick 7) slot 23: owner=444 target=0 troops_bits=0x40a722b59385593a heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 5 (engine tick 7) slot 24: owner=456 target=0 troops_bits=0x40b50d91dbd71dbe heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 5 (engine tick 7) slot 25: owner=458 target=0 troops_bits=0x40b378de037e6038 heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 5 (engine tick 7) slot 26: owner=482 target=0 troops_bits=0x40b04f7652cce52d heap_len=32 border_len=24 heap_peak=32 (device-computed)
TROOPS boundary 5: [40/0 eng 0x40a4cab59385593a dev 0x40a4cab59385593a ok] [142/0 eng 0x40b202de037e6038 dev 0x40b202de037e6038 ok] [165/0 eng 0x40b4fa45b42fdb43 dev 0x40b4fa45b42fdb43 ok] [166/0 eng 0x40b4fe45b42fdb43 dev 0x40b4fe45b42fdb43 ok] [196/0 eng 0x40b37b91dbd71dbe dev 0x40b37b91dbd71dbe ok] [303/0 eng 0x40aad584f4e84f50 dev 0x40aad584f4e84f50 ok] [451/0 eng 0x40b0702a2b25a2b2 dev 0x40b0702a2b25a2b2 ok] [77/0 eng 0x40a2b54de2d3de2e dev 0x40a2b54de2d3de2e ok] [101/0 eng 0x40a5b6b59385593a dev 0x40a5b6b59385593a ok] [215/0 eng 0x40a8ec1d4436d444 dev 0x40a8ec1d4436d444 ok] [326/0 eng 0x40b5a645b42fdb43 dev 0x40b5a645b42fdb43 ok] [341/0 eng 0x40abf184f4e84f50 dev 0x40abf184f4e84f50 ok] [361/0 eng 0x40b728f98c8898c8 dev 0x40b728f98c8898c8 ok] [369/0 eng 0x40aefaeca599ca5a dev 0x40aefaeca599ca5a ok] [377/0 eng 0x40a2b94de2d3de2e dev 0x40a2b94de2d3de2e ok] [36/0 eng 0x40b7def98c8898c8 dev 0x40b7def98c8898c8 ok] [96/0 eng 0x40a6beb59385593a dev 0x40a6beb59385593a ok] [149/0 eng 0x40b334de037e6038 dev 0x40b334de037e6038 ok] [220/0 eng 0x40b64845b42fdb43 dev 0x40b64845b42fdb43 ok] [239/0 eng 0x40a9e81d4436d444 dev 0x40a9e81d4436d444 ok] [375/0 eng 0x40b7dcf98c8898c8 dev 0x40b7dcf98c8898c8 ok] [397/0 eng 0x40b7e0f98c8898c8 dev 0x40b7e0f98c8898c8 ok] [400/0 eng 0x40b7daf98c8898c8 dev 0x40b7daf98c8898c8 ok] [444/0 eng 0x40a6beb59385593a dev 0x40a6beb59385593a ok] [456/0 eng 0x40b4b991dbd71dbe dev 0x40b4b991dbd71dbe ok] [458/0 eng 0x40b330de037e6038 dev 0x40b330de037e6038 ok] [482/0 eng 0x40b00d7652cce52d dev 0x40b00d7652cce52d ok] [9/0 eng 0x40b55f91dbd71dbe device: not created yet (deferred to the next transition)] [39/0 eng 0x40b6f445b42fdb43 device: not created yet (deferred to the next transition)] [112/0 eng 0x40aaf01d4436d444 device: not created yet (deferred to the next transition)] [140/0 eng 0x40b0a17652cce52d device: not created yet (deferred to the next transition)] [159/0 eng 0x40b55f91dbd71dbe device: not created yet (deferred to the next transition)] [267/0 eng 0x40ae1984f4e84f50 device: not created yet (deferred to the next transition)] [365/0 eng 0x40a7c6b59385593a device: not created yet (deferred to the next transition)] [378/0 eng 0x40a49d4de2d3de2e device: not created yet (deferred to the next transition)]
TICK boundary 5 engine_tick 8: dev_hash 0x19a3ebf4a6b7681b engine_hash 0x19a3ebf4a6b7681b match=yes | claims 190 | dev_claims_total 343 | live_attacks 27 | engine_attacks 35
INIT_ATTACK at boundary 6 (engine tick 8) slot 27: owner=9 target=0 troops_bits=0x40b55f91dbd71dbe heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 6 (engine tick 8) slot 28: owner=39 target=0 troops_bits=0x40b6f445b42fdb43 heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 6 (engine tick 8) slot 29: owner=112 target=0 troops_bits=0x40aaf01d4436d444 heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 6 (engine tick 8) slot 30: owner=140 target=0 troops_bits=0x40b0a17652cce52d heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 6 (engine tick 8) slot 31: owner=159 target=0 troops_bits=0x40b55f91dbd71dbe heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 6 (engine tick 8) slot 32: owner=267 target=0 troops_bits=0x40ae1984f4e84f50 heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 6 (engine tick 8) slot 33: owner=365 target=0 troops_bits=0x40a7c6b59385593a heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 6 (engine tick 8) slot 34: owner=378 target=0 troops_bits=0x40a49d4de2d3de2e heap_len=32 border_len=24 heap_peak=32 (device-computed)
